ARI,LAC,@NYG,SF,BYE,@DEN,WAS,@OAK,PHI,@DAL,LAR,DET,@SEA,@ATL,KC,@LAR,SEA,@SF
ATL,NO,@CIN,TB,@MIN,@NYG,CHI,@BAL,DET,BYE,@TB,@CAR,CLE,ARI,@GB,PIT,@NO,CAR
BAL,CIN,PIT,@CLE,CAR,@IND,@TB,ATL,@CIN,@PIT,TEN,BYE,@NO,LAC,@MIA,JAX,@HOU,CLE
BUF,@CHI,MIA,LAC,@HOU,@DET,NE,MIN,@NYJ,BYE,KC,@MIA,NYJ,CLE,@DEN,GB,@OAK,@NE
CAR,@TB,DET,PIT,@BAL,CHI,@CIN,@GB,SEA,NO,@PHI,ATL,BYE,@MIN,@NO,TB,CLE,@ATL
CHI,BUF,@SF,@NYJ,GB,@CAR,@ATL,MIA,@NE,BYE,@GB,MIN,TB,@DET,DAL,NO,DET,@MIN
CIN,@BAL,ATL,TEN,BYE,@NE,CAR,@IND,BAL,JAX,CLE,@NO,@HOU,@TB,PIT,@CLE,DEN,@PIT
CLE,@PIT,NO,BAL,BYE,@TEN,PIT,@JAX,OAK,TB,@CIN,HOU,@ATL,@BUF,IND,CIN,@CAR,@BAL
DAL,SF,@TEN,@LAR,NO,HOU,@SEA,NYG,WAS,ARI,@JAX,BYE,@NYG,PHI,@CHI,@PHI,IND,@WAS
DEN,IND,KC,@SEA,BYE,ARI,@NYJ,SF,LAC,@NE,@OAK,@LAR,MIA,@KC,BUF,@LAC,@CIN,OAK
DET,NYG,@CAR,GB,@NYJ,BUF,@MIN,NO,@ATL,BYE,MIA,@ARI,@NE,CHI,TB,MIN,@CHI,@GB
GB,@SEA,NYJ,@DET,@CHI,MIN,@MIA,CAR,@NO,BYE,CHI,PHI,@MIN,NE,ATL,@BUF,@TB,DET
HOU,WAS,@OAK,@NYG,BUF,@DAL,IND,@PIT,@TEN,PHI,BYE,@CLE,CIN,TEN,@JAX,@IND,BAL,JAX
IND,@DEN,PHI,@JAX,TEN,BAL,@HOU,CIN,@PIT,@NYG,BYE,NE,JAX,WAS,@CLE,HOU,@DAL,@TEN
JAX,@PHI,@WAS,IND,@LAC,PIT,@TEN,CLE,MIA,@CIN,DAL,BYE,@IND,NYG,HOU,@BAL,TEN,@HOU
KC,TEN,@DEN,@MIA,NE,@SF,BYE,@LAC,LAR,NYJ,@BUF,SEA,@OAK,DEN,@ARI,OAK,@PIT,LAC
LAR,MIN,@TB,DAL,BYE,@PHI,SF,SEA,@KC,@SF,@ARI,DEN,@LAC,OAK,@WAS,ARI,NYG,@SEA
MIA,NE,@BUF,KC,@OAK,BYE,GB,@CHI,@JAX,LAC,@DET,BUF,@DEN,@NYJ,BAL,@NE,MIN,NYJ
MIN,@LAR,NE,@NO,ATL,@GB,DET,@BUF,@TB,WAS,BYE,@CHI,GB,CAR,NYJ,@DET,@MIA,CHI
NE,@MIA,@MIN,OAK,@KC,CIN,@BUF,NYJ,CHI,DEN,BYE,@IND,DET,@GB,@LAC,MIA,@NYJ,BUF
NO,@ATL,@CLE,MIN,@DAL,TB,BYE,@DET,GB,@CAR,SF,CIN,BAL,@PIT,CAR,@CHI,ATL,@TB
NYG,@DET,ARI,HOU,@WAS,ATL,@PHI,@DAL,BYE,IND,@SEA,SF,DAL,@JAX,@TEN,WAS,@LAR,PHI
NYJ,OAK,@GB,CHI,DET,@LAC,DEN,@NE,BUF,@KC,PIT,BYE,@BUF,MIA,@MIN,@TEN,NE,@MIA
OAK,@NYJ,HOU,@NE,MIA,BYE,LAC,ARI,@CLE,@SEA,DEN,@LAC,KC,@LAR,SF,@KC,BUF,@DEN
PHI,JAX,@IND,WAS,@SF,LAR,NYG,BYE,@ARI,@HOU,CAR,@GB,TEN,@DAL,SEA,DAL,@WAS,@NYG
PIT,CLE,@BAL,@CAR,TB,@JAX,@CLE,HOU,IND,BAL,@NYJ,@TEN,BYE,NO,@CIN,@ATL,KC,CIN
LAC,@ARI,SEA,@BUF,JAX,NYJ,@OAK,KC,@DEN,@MIA,BYE,OAK,LAR,@BAL,NE,DEN,@SF,@KC
SF,@DAL,CHI,@ARI,PHI,KC,@LAR,@DEN,BYE,LAR,@NO,@NYG,WAS,SEA,@OAK,@SEA,LAC,ARI
SEA,GB,@LAC,DEN,BYE,@WAS,DAL,@LAR,@CAR,OAK,NYG,@KC,ARI,@SF,@PHI,SF,@ARI,LAR
TB,CAR,LAR,@ATL,@PIT,@NO,BAL,BYE,MIN,@CLE,ATL,@WAS,@CHI,CIN,@DET,@CAR,GB,NO
TEN,@KC,DAL,@CIN,@IND,CLE,JAX,@WAS,HOU,BYE,@BAL,PIT,@PHI,@HOU,NYG,NYJ,@JAX,IND
WAS,@HOU,JAX,@PHI,NYG,SEA,@ARI,TEN,@DAL,@MIN,BYE,TB,@SF,@IND,LAR,@NYG,PHI,DAL
