ARI,NO,@CHI,SF,LAR,@DET,@PIT,BAL,@CLE,BYE,@SEA,CIN,@SF,@LAR,MIN,@PHI,GB,SEA
ATL,PHI,@NYG,@DAL,HOU,WAS,@NO,@TEN,TB,@SF,BYE,IND,MIN,@TB,@CAR,@JAX,CAR,NO
BAL,@DEN,@OAK,CIN,@PIT,CLE,@SF,@ARI,LAC,BYE,JAX,LAR,@CLE,@MIA,SEA,KC,PIT,@CIN
BUF,IND,NE,@MIA,NYG,@TEN,CIN,@JAX,BYE,MIA,@NYJ,@NE,@KC,HOU,@PHI,@WAS,DAL,NYJ
CAR,@JAX,HOU,NO,@TB,BYE,@SEA,PHI,IND,GB,@TEN,WAS,@DAL,@NO,ATL,@NYG,@ATL,TB
CHI,GB,ARI,@SEA,OAK,@KC,@DET,BYE,MIN,@LAC,@LAR,DEN,@GB,SF,WAS,@MIN,@TB,DET
CIN,@OAK,LAC,@BAL,KC,SEA,@BUF,BYE,@PIT,CLE,HOU,@ARI,LAR,@CLE,PIT,@SF,@DEN,BAL
CLE,@NYJ,TEN,OAK,@LAC,@BAL,DEN,@LAR,ARI,@CIN,@PIT,BYE,BAL,CIN,SF,@SEA,@KC,PIT
DAL,NYG,@PHI,ATL,@NO,NE,BYE,@NYG,SEA,PHI,@TB,@MIA,CAR,@WAS,@GB,NYJ,@BUF,WAS
DEN,BAL,@KC,@DET,MIN,@OAK,@CLE,BYE,GB,@IND,KC,@CHI,NE,@LAC,OAK,@PIT,CIN,LAC
DET,@LAC,@MIN,DEN,@SEA,ARI,CHI,MIN,@KC,BYE,@GB,OAK,PHI,GB,@LAR,@NO,SF,@CHI
GB,@CHI,SEA,KC,@SF,LAR,LAC,BYE,@DEN,@CAR,DET,@MIN,CHI,@DET,DAL,@OAK,@ARI,MIN
HOU,KC,@CAR,TB,@ATL,IND,@JAX,@MIA,TEN,BYE,@CIN,NYJ,NO,@BUF,NE,@IND,@TEN,JAX
IND,@BUF,NYJ,@TEN,JAX,@HOU,NE,NO,@CAR,DEN,BYE,@ATL,TB,@PIT,@JAX,HOU,@MIA,TEN
JAX,CAR,MIA,@NE,@IND,@TB,HOU,BUF,BYE,@NYJ,@BAL,TEN,LAC,@TEN,IND,ATL,@NO,@HOU
KC,@HOU,DEN,@GB,@CIN,CHI,@MIN,PIT,DET,BYE,@DEN,@LAC,BUF,@OAK,LAC,@BAL,CLE,OAK
LAR,SEA,@WAS,PIT,@ARI,@GB,BYE,CLE,SF,@MIN,CHI,@BAL,@CIN,ARI,DET,TB,@SEA,@SF
MIA,@WAS,@JAX,BUF,NYJ,BYE,@TEN,HOU,@NE,@BUF,@PHI,DAL,@NYJ,BAL,NYG,@LAC,IND,NE
MIN,@SF,DET,LAC,@DEN,BYE,KC,@DET,@CHI,LAR,@OAK,GB,@ATL,SEA,@ARI,CHI,NYG,@GB
NE,PIT,@BUF,JAX,BYE,@DAL,@IND,NYJ,MIA,WAS,@NYG,BUF,@DEN,PHI,@HOU,TEN,@NYJ,@MIA
NO,@ARI,TB,@CAR,DAL,@PHI,ATL,@IND,NYG,TEN,@WAS,BYE,@HOU,CAR,@TB,DET,JAX,@ATL
NYG,@DAL,ATL,WAS,@BUF,SF,@PHI,DAL,@NO,@TB,NE,BYE,@WAS,NYJ,@MIA,CAR,@MIN,PHI
NYJ,CLE,@IND,PHI,@MIA,BYE,WAS,@NE,@OAK,JAX,BUF,@HOU,MIA,@NYG,TEN,@DAL,NE,@BUF
OAK,CIN,BAL,@CLE,@CHI,DEN,BYE,@LAC,NYJ,@PIT,MIN,@DET,@TEN,KC,@DEN,GB,LAC,@KC
PHI,@ATL,DAL,@NYJ,@WAS,NO,NYG,@CAR,BYE,@DAL,MIA,TB,@DET,@NE,BUF,ARI,WAS,@NYG
PIT,@NE,SF,@LAR,BAL,@LAC,ARI,@KC,CIN,OAK,CLE,BYE,@SEA,IND,@CIN,DEN,@BAL,@CLE
LAC,DET,@CIN,@MIN,CLE,PIT,@GB,OAK,@BAL,CHI,BYE,KC,@JAX,DEN,@KC,MIA,@OAK,@DEN
SF,MIN,@PIT,@ARI,GB,@NYG,BAL,SEA,@LAR,ATL,BYE,@SEA,ARI,@CHI,@CLE,CIN,@DET,LAR
SEA,@LAR,@GB,CHI,DET,@CIN,CAR,@SF,@DAL,BYE,ARI,SF,PIT,@MIN,@BAL,CLE,LAR,@ARI
TB,TEN,@NO,@HOU,CAR,JAX,BYE,@WAS,@ATL,NYG,DAL,@PHI,@IND,ATL,NO,@LAR,CHI,@CAR
TEN,@TB,@CLE,IND,BYE,BUF,MIA,ATL,@HOU,@NO,CAR,@JAX,OAK,JAX,@NYJ,@NE,HOU,@IND
WAS,MIA,LAR,@NYG,PHI,@ATL,@NYJ,TB,BYE,@NE,NO,@CAR,NYG,DAL,@CHI,BUF,@PHI,@DAL
